nameOrig,step,type,amount,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest
C1637601612,1,PAYMENT,13525.15,173,0,M842957574,0,0
C170106909,1,PAYMENT,5134.7,341,0,M1255109302,0,0
C1969347346,1,PAYMENT,4881.15,30241,25359.85,M855724043,0,0
C615853374,1,CASH_OUT,130470.14,25359.85,0,C564160838,1280773.97,1254956.07
C366916060,1,TRANSFER,722161.86,11120,0,C836514715,0,708608.07
C1855734078,1,PAYMENT,5085.47,104537,99451.53,M1470420462,0,0
C1526062841,1,PAYMENT,4617.63,61807,57189.37,M977650730,0,0
C920446957,1,PAYMENT,3941.6,128,0,M1202081661,0,0
C869290854,1,PAYMENT,1471.39,0,0,M664839586,0,0
C1989332276,1,PAYMENT,5480.96,379457,373976.04,M54176060,0,0
C851480926,1,PAYMENT,1834.74,40061,38226.26,M275754769,0,0
C1895054149,1,CASH_IN,365914.64,1314,367228.64,C614685048,0,0
C651235118,1,PAYMENT,16472.92,367228.64,350755.71,M279781579,0,0
C2111247080,1,PAYMENT,31922.09,350755.71,318833.62,M740827140,0,0
C36627152,1,PAYMENT,6450.56,2006,0,M2080125222,0,0
C1048128739,1,CASH_OUT,315325.25,0,0,C665576141,5341103.79,5515763.34
C1404834600,1,PAYMENT,2869.11,116740,113870.89,M653345773,0,0
C1008612116,1,PAYMENT,2738.86,12622,9883.14,M1266093632,0,0
C2028036437,1,CASH_IN,60503.37,18465,78968.37,C1860513229,55118.2,0
C1420012431,1,PAYMENT,450.55,12203,11752.45,M426288284,0,0
C1780399359,1,DEBIT,8161.64,99379,91217.36,C1504109395,490341.11,593737.38
C428245792,1,TRANSFER,40149.38,287443.9,247294.52,C1291286504,26426.12,66575.5
C1353759820,1,PAYMENT,5829.39,247294.52,241465.13,M203472514,0,0
C331748029,1,PAYMENT,9119.89,241465.13,232345.24,M1056185446,0,0
C1802736936,1,PAYMENT,3854.39,11049,7194.61,M1647243882,0,0
C1105090408,1,PAYMENT,1053.13,107327,106273.87,M1599566873,0,0
C687501326,1,PAYMENT,7296.95,12853.74,5556.8,M1028811481,0,0
C235151116,1,PAYMENT,9114.34,5556.8,0,M1779914089,0,0
C295055909,1,PAYMENT,18625.28,0,0,M1060935276,0,0
C300811000,1,PAYMENT,2134.11,0,0,M1090695601,0,0
C1638249646,1,PAYMENT,3743.03,0,0,M980533504,0,0
C1533672820,1,PAYMENT,17457.7,0,0,M254955665,0,0
C1132369181,1,PAYMENT,1098.78,0,0,M2008229299,0,0
C1671816300,1,PAYMENT,1393.49,0,0,M2123269713,0,0
C1240412896,1,PAYMENT,3466.83,0,0,M656349395,0,0
C1809129176,1,PAYMENT,12960.72,0,0,M1642308093,0,0
C1370224403,1,PAYMENT,3383.61,0,0,M246264949,0,0
C1296910502,1,PAYMENT,3285.68,0,0,M828241083,0,0
C1069584108,1,PAYMENT,4898.07,0,0,M1554877309,0,0
C2063786038,1,PAYMENT,9642.19,0,0,M623131585,0,0
C505968231,1,PAYMENT,1919.77,0,0,M779018428,0,0
C1107404311,1,PAYMENT,21820.68,0,0,M1182758821,0,0
C465152579,1,PAYMENT,18187.81,0,0,M1108066952,0,0
C234223040,1,PAYMENT,23069.76,0,0,M814377348,0,0
C1723278948,1,PAYMENT,6820.53,0,0,M2050275256,0,0
C1489831627,1,PAYMENT,2635.06,105,0,M1005093407,0,0
C1689458432,1,PAYMENT,5371.1,14805,9433.9,M996533593,0,0
C195970976,1,CASH_OUT,358124.44,19909,0,C1789550256,5042517.42,4619798.56
C1957282992,1,PAYMENT,2645.88,94,0,M140428850,0,0
C470132045,1,DEBIT,5454.05,86214,80759.95,C1330106945,18590.13,24044.18
C1710191146,1,PAYMENT,2691.57,11618,8926.43,M1608103523,0,0
C558404860,1,DEBIT,3269.57,57324,54054.43,C767904468,20445,0
C274100821,1,PAYMENT,3623.4,39410,35786.6,M238431319,0,0
C474933596,1,PAYMENT,102.37,43046,42943.63,M2042917213,0,0
C1520656618,1,PAYMENT,5601.3,7638,2036.7,M1699265405,0,0
C237484673,1,CASH_OUT,151768.14,2036.7,0,C357863579,179331.6,92307.65
C1412656257,1,PAYMENT,2725.19,14785,12059.81,M358019805,0,0
C904208473,1,PAYMENT,1534.54,12059.81,10525.28,M103118806,0,0
C1237144823,1,PAYMENT,402.54,10525.28,10122.73,M1801422599,0,0
C1998882269,1,DEBIT,12617.81,10709,0,C1424082571,30393,0
C1511180072,1,PAYMENT,3631.87,13178.14,9546.27,M2041264753,0,0
C1851522556,1,CASH_OUT,333946.96,9546.27,0,C1170794006,4921976.75,22190.99
C1031968647,1,PAYMENT,7648.78,1596,0,M1902455960,0,0
C1371400311,1,PAYMENT,11679.19,30414,18734.81,M1622694817,0,0
C1227867806,1,PAYMENT,272.8,101473,101200.2,M292958927,0,0
C800493254,1,PAYMENT,1380.95,32860.06,31479.11,M225553858,0,0
C987595204,1,CASH_OUT,29587.32,31479.11,1891.79,C998351292,1751806.56,1015132.48
C438123546,1,PAYMENT,1056.64,5578,4521.36,M29774113,0,0
C22668134,1,PAYMENT,2515.46,270,0,M1474072872,0,0
C609389093,1,DEBIT,6077.94,73904,67826.06,C775514090,11082,0
C397318359,1,DEBIT,8648.45,6734,0,C171493374,11010,0
C1495407511,1,DEBIT,5264.43,326183,320918.57,C778731861,20989,0
C1791267914,1,PAYMENT,3821.75,10183,6361.25,M1517758613,0,0
C972843820,1,PAYMENT,4920.42,49478,44557.58,M1883971879,0,0
C1055104416,1,PAYMENT,5635.6,31710.42,26074.82,M1563634025,0,0
C130850024,1,PAYMENT,11508.76,26074.82,14566.06,M774362927,0,0
C202064342,1,PAYMENT,2147.21,101336,99188.79,M1211586911,0,0
C738174829,1,PAYMENT,8380.77,119,0,M997294994,0,0
C1830969563,1,PAYMENT,3850.6,2839821.61,2835971.01,M523051393,0,0
C1237264838,1,PAYMENT,5238.73,2835971.01,2830732.28,M2128961136,0,0
C4181455,1,PAYMENT,6173.13,100312,94138.87,M1986581856,0,0
C1177101170,1,PAYMENT,1196.9,1956340.01,1955143.11,M309060377,0,0
C1816397102,1,PAYMENT,150.07,1955143.11,1954993.04,M1547116051,0,0
C1393198164,1,PAYMENT,624.1,1954993.04,1954368.93,M506775047,0,0
C1377160602,1,PAYMENT,1012.86,284879,283866.14,M917935693,0,0
C823758059,1,PAYMENT,3688.28,32528,28839.72,M153448497,0,0
C1965036946,1,TRANSFER,26112.94,29008,2895.06,C611572016,0,2608.64
C1999036805,1,CASH_OUT,286590.92,2895.06,0,C306206744,2830732.28,3554299.27
C178603358,1,PAYMENT,5430.53,12096,6665.47,M673384643,0,0
C1574573264,1,PAYMENT,13840.98,7252,0,M498134055,0,0
C1033880954,1,PAYMENT,11479.22,179,0,M223000346,0,0
C3886839,1,CASH_OUT,119570.96,0,0,C1170794006,5255923.71,22190.99
C451959555,1,DEBIT,818.99,35335,34516.01,C1321640594,11932.14,18910.85
C1502079282,1,PAYMENT,2736.66,10145,7408.34,M28145535,0,0
C1539038539,1,PAYMENT,6166.35,10704,4537.65,M1133227388,0,0
C623051334,1,PAYMENT,4052.14,107305,103252.86,M1340051218,0,0
C1250644519,1,PAYMENT,6730.59,43809.91,37079.31,M1425405511,0,0
C1769598893,1,TRANSFER,259096.62,37079.31,0,C1335050193,272725.11,353532.56
C1517116047,1,TRANSFER,21502.38,0,0,C1023714065,2361788.82,1412484.09
C1248276879,1,PAYMENT,1810.88,27574,25763.12,M828088650,0,0
C402207819,1,PAYMENT,700.86,859272,858571.14,M670084377,0,0
C1424497441,1,DEBIT,7273.9,31264,23990.1,C832279283,161540.23,185389.8
C953528583,1,PAYMENT,4845.31,5998,1152.69,M1716551994,0,0
C1156210828,1,PAYMENT,1153.98,20432,19278.02,M1355766307,0,0
C1158124724,1,PAYMENT,1624.03,3079,1454.97,M658281599,0,0
C809860628,1,PAYMENT,8076.53,172012,163935.47,M452015229,0,0
C1663738275,1,PAYMENT,1313.6,21210,19896.4,M544628437,0,0
C995631377,1,PAYMENT,6128.41,91737.45,85609.04,M681158875,0,0
C512238546,1,PAYMENT,11301.82,85609.04,74307.22,M203048480,0,0
C1991290395,1,PAYMENT,4508.96,74307.22,69798.26,M319426406,0,0
C1279469670,1,PAYMENT,2588.24,69798.26,67210.02,M305552520,0,0
C1627781283,1,PAYMENT,909.33,67210.02,66300.68,M574077658,0,0
C2011342562,1,PAYMENT,7123.18,66300.68,59177.5,M1460696714,0,0
C429804587,1,PAYMENT,4449.8,59177.5,54727.71,M115397800,0,0
C1691858720,1,PAYMENT,663.34,54727.71,54064.37,M807872790,0,0
C1538511917,1,PAYMENT,4043.76,54064.37,50020.61,M1542856295,0,0
C46259342,1,PAYMENT,15350.84,50020.61,34669.76,M187120217,0,0
C1316001196,1,PAYMENT,11917.23,34669.76,22752.54,M622772003,0,0
C699871906,1,PAYMENT,14145.51,22752.54,8607.03,M460333119,0,0
C1365711624,1,PAYMENT,28301.88,8607.03,0,M22040992,0,0
C291651850,1,PAYMENT,6976.97,0,0,M185203393,0,0
C1658785779,1,PAYMENT,19572.25,0,0,M1627496281,0,0
C1659435106,1,PAYMENT,17389.94,0,0,M653515020,0,0
C1011481270,1,PAYMENT,12123.91,0,0,M1365197105,0,0
C1951500432,1,PAYMENT,20007.91,0,0,M1280443567,0,0
C1061018585,1,PAYMENT,18389.77,0,0,M348148678,0,0
C1814908102,1,PAYMENT,5947.8,0,0,M814111376,0,0
C1630841930,1,PAYMENT,804.16,0,0,M2004655561,0,0
C1907467420,1,PAYMENT,14711.9,0,0,M1944138464,0,0
C930317866,1,PAYMENT,2407.47,0,0,M611502040,0,0
C1486553742,1,PAYMENT,2074.51,12318,10243.49,M571956559,0,0
C167693809,1,PAYMENT,5711.01,3967693.52,3961982.51,M998283025,0,0
C990870941,1,PAYMENT,21897.3,3961982.51,3940085.21,M594195094,0,0
C1552179791,1,PAYMENT,5462.01,26289,20826.99,M1661161169,0,0
C589309113,1,PAYMENT,2185.54,20826.99,18641.45,M1437129801,0,0
C708926121,1,DEBIT,5655.43,131875,126219.57,C1096283470,61293.45,0
C1406004470,1,PAYMENT,727.94,103538,102810.06,M1911168986,0,0
C1655955258,1,PAYMENT,7868.9,601,0,M1107772887,0,0
C2115087165,1,PAYMENT,4029.56,106681,102651.44,M1604616170,0,0
C596779307,1,DEBIT,2637.07,72159,69521.93,C1740000325,214505.46,1363368.51
C1531175283,1,PAYMENT,3129.06,9690,6560.94,M687399269,0,0
C1415545023,1,PAYMENT,6899.83,1004,0,M1727424614,0,0
C586831282,1,CASH_IN,38366.56,65466,103832.56,C214187874,26686,0
C1298557761,1,PAYMENT,6778.32,1023,0,M1704214570,0,0
C821342630,1,CASH_IN,96015.94,4184,100199.94,C657736958,175,45881.29
C1079190991,1,PAYMENT,2304.2,131375,129070.8,M1041326823,0,0
C2042884127,1,PAYMENT,5575.09,5773,197.91,M1815025408,0,0
C889928215,1,PAYMENT,1667.88,197.91,0,M3694603,0,0
C1721576219,1,PAYMENT,24659.46,0,0,M1914615775,0,0
C514453513,1,CASH_IN,221557.88,11599,233156.88,C998351292,1781393.88,1015132.48
C1565713391,1,PAYMENT,1117.17,233156.88,232039.71,M1385750189,0,0
C1430207342,1,PAYMENT,7731.23,5816,0,M80191608,0,0
C1312843412,1,CASH_OUT,69490.69,9326,0,C1529115495,20093,67268.02
C1522119751,1,PAYMENT,5437.85,13306.1,7868.25,M1995505717,0,0
C1334618867,1,PAYMENT,3984.3,7868.25,3883.96,M45416784,0,0
C364480205,1,PAYMENT,5630.13,50661,45030.87,M1807207655,0,0
C1103505488,1,PAYMENT,3399.78,28514.33,25114.55,M1800605369,0,0
C847606512,1,PAYMENT,7883.75,25114.55,17230.8,M1736458419,0,0
C401891515,1,PAYMENT,635.55,1131641.43,1131005.88,M1688310330,0,0
C2099932844,1,PAYMENT,2248.26,1131005.88,1128757.61,M415906914,0,0
C739210872,1,PAYMENT,9261.94,16752,7490.06,M1154941313,0,0
C1789282489,1,PAYMENT,9614.73,275664,266049.27,M600199331,0,0
C1949126165,1,CASH_OUT,30308.45,88926.2,88926.2,C1568059495,88926.2,122750.49
C143295000,1,PAYMENT,1012.84,88926.2,87913.35,M1353838640,0,0
C1097069005,1,PAYMENT,6534.05,11301,4766.95,M1604342290,0,0
C65438140,1,PAYMENT,9460.66,204975,195514.34,M1544147328,0,0
C37400149,1,PAYMENT,2552.79,5020,2467.21,M1599556802,0,0
C1745608181,1,PAYMENT,5912.4,286283.38,280370.98,M2057077925,0,0
C763610533,1,PAYMENT,8009.83,280370.98,272361.15,M1222094219,0,0
C2114270481,1,PAYMENT,8625.97,22414,13788.03,M1612853208,0,0
C1405055124,1,TRANSFER,244964.08,18879,0,C811597470,19600,204822.85
C653337757,1,PAYMENT,5663.87,26090,20426.13,M1896558831,0,0
C10915321,1,PAYMENT,1892.34,10863,8970.66,M682981033,0,0
C131037934,1,PAYMENT,561.01,30104,29542.99,M795590320,0,0
C454440929,1,PAYMENT,3218.06,52991,49772.94,M404036116,0,0
C1685134322,1,PAYMENT,9731.47,6574,0,M379430898,0,0
C1008608255,1,PAYMENT,4018.12,140777,136758.88,M216746962,0,0
C1613332278,1,PAYMENT,6376.99,357871,351494.01,M468776694,0,0
C1455177644,1,PAYMENT,5983.88,3530,0,M14633842,0,0
C732189840,1,PAYMENT,280.59,200148,199867.41,M939475028,0,0
C8996952,1,PAYMENT,5263.67,31429,26165.33,M2063009760,0,0
C1937693946,1,CASH_IN,176370.68,26165.33,202536,C1531333864,232345.24,55974.56
C1053744929,1,CASH_IN,62783.13,202536,265319.13,C811597470,264564.08,204822.85
C1959758632,1,CASH_IN,90956.1,265319.13,356275.23,C288665596,99452.72,8496.61
C918899286,1,CASH_IN,120556.62,356275.23,476831.86,C488044861,125760.16,5203.54
C861522296,1,CASH_IN,475857.13,476831.86,952688.99,C1789550256,5400641.87,4619798.56
C2074492901,1,CASH_IN,239510.08,952688.99,1192199.07,C985934102,1413958.28,971418.91
C1933077874,1,CASH_IN,50938.65,1192199.07,1243137.72,C1262822392,9666505.83,1.25E+07
C1865617081,1,CASH_IN,288438,1243137.72,1531575.72,C33524623,2082750.45,1517262.16
C308021294,1,PAYMENT,10349.31,11497,1147.69,M1481594007,0,0
C1756160273,1,PAYMENT,7672.12,1147.69,0,M530410619,0,0
C1844579038,1,PAYMENT,1203.13,0,0,M1337655323,0,0
C1074844820,1,PAYMENT,1635.86,0,0,M874153561,0,0
C1229184766,1,PAYMENT,5072.52,0,0,M1592763413,0,0
C404586280,1,PAYMENT,3176.52,0,0,M2027227708,0,0
C800497654,1,PAYMENT,2891.7,0,0,M215632153,0,0
C2135790485,1,PAYMENT,1557.98,0,0,M790229674,0,0
C877363600,1,PAYMENT,19316.5,0,0,M1778877569,0,0
C2042979183,1,PAYMENT,8212.99,0,0,M422134367,0,0
C1904609259,1,PAYMENT,5284.56,0,0,M670283478,0,0
C1971283804,1,PAYMENT,16265.77,0,0,M639105046,0,0
C1735330400,1,PAYMENT,14054.64,0,0,M1561347421,0,0
C1398508580,1,PAYMENT,11334.96,0,0,M1251285265,0,0
C1438000681,1,PAYMENT,12445.65,0,0,M173259631,0,0
C98974893,1,PAYMENT,42,0,0,M1733947537,0,0
C54134077,1,PAYMENT,10685.2,0,0,M346377974,0,0
C546446235,1,PAYMENT,5778.99,0,0,M141015648,0,0
C1537689020,1,PAYMENT,7366.3,0,0,M1699443392,0,0
C1437983537,1,PAYMENT,10810.73,0,0,M1614079837,0,0
C23053378,1,PAYMENT,5935.34,279695,273759.66,M1060928475,0,0
C1164622694,1,PAYMENT,8539.76,182,0,M44278425,0,0
C2107706203,1,DEBIT,1703.38,10372,8668.62,C1504109395,498502.75,593737.38
C564086167,1,PAYMENT,7566.04,56622,49055.96,M834562889,0,0
C773238925,1,PAYMENT,186.33,11411,11224.67,M1536728519,0,0
C7395550,1,PAYMENT,10425.95,32602,22176.05,M1112940474,0,0
C1499418021,1,PAYMENT,4764.33,22176.05,17411.72,M1186371052,0,0
C1082528716,1,PAYMENT,9632.45,513,0,M845119401,0,0
C298724898,1,PAYMENT,1573.42,51582,50008.58,M1671811074,0,0
C332244937,1,PAYMENT,9125.93,9,0,M1520836654,0,0
C989440614,1,TRANSFER,119352.09,23714.57,0,C1749186397,96602.93,277515.05
C1997625595,1,TRANSFER,221452.04,0,0,C22805895,277459.65,651524.92
C152848959,1,TRANSFER,354832.51,2805,0,C1100767002,13865.06,233370.36
C1657842786,1,PAYMENT,3677.29,0,0,M353206468,0,0
C1747371038,1,PAYMENT,16749.98,292,0,M50345623,0,0
C1691629865,1,PAYMENT,10142.56,45914,35771.44,M489070295,0,0
C1132379993,1,TRANSFER,182385.22,303937.25,121552.02,C1498438472,0,199873.79
C1103666479,1,PAYMENT,4448.53,121552.02,117103.5,M68217166,0,0
C761863997,1,CASH_IN,58408.09,36741.14,95149.22,C1961176822,7076.31,0
C467401150,1,PAYMENT,141.87,95149.22,95007.35,M511651343,0,0
C497479191,1,PAYMENT,793.64,499843,499049.36,M2027133545,0,0
C1015122628,1,CASH_OUT,98247.27,107181,8933.73,C601893033,0,54985.05
C1533662221,1,PAYMENT,7315.54,71224,63908.46,M1897221921,0,0
C368153528,1,PAYMENT,3599.77,147145,143545.23,M622263400,0,0
C810196347,1,PAYMENT,6831.38,1088,0,M1811787796,0,0
C1921553024,1,PAYMENT,2419.45,331099.74,328680.29,M1617937669,0,0
C78265654,1,CASH_OUT,94740.26,328680.29,233940.02,C1671179293,129814.74,58319.72
C47268007,1,PAYMENT,6577.3,8089,1511.7,M880533231,0,0
C715289224,1,PAYMENT,12429.59,16231,3801.41,M2134157671,0,0
C2011695710,1,DEBIT,6522.37,842,0,C736709391,40298.34,46820.71
C495857386,1,PAYMENT,12762.36,15186,2423.64,M604060129,0,0
C2124731287,1,PAYMENT,11287.39,335797,324509.61,M1227459815,0,0
C624693846,1,PAYMENT,10884.19,36611.24,25727.05,M148891937,0,0
C1346354118,1,PAYMENT,1592.5,25727.05,24134.55,M1442077586,0,0
C278879704,1,PAYMENT,15751.26,24134.55,8383.29,M1744713739,0,0
C1244815033,1,PAYMENT,351.26,21120,20768.74,M1038988454,0,0
C1475759966,1,PAYMENT,3734.21,10421.48,6687.27,M1096682443,0,0
C423711439,1,PAYMENT,8403.66,6687.27,0,M1238994373,0,0
C741390111,1,PAYMENT,9945.01,44,0,M495051009,0,0
C247795540,1,PAYMENT,12491.01,0,0,M200744172,0,0
C584501954,1,PAYMENT,7889.84,31685.94,23796.11,M818785904,0,0
C374646930,1,PAYMENT,5169.09,23796.11,18627.02,M628610760,0,0
C828610686,1,PAYMENT,13496.51,109956,96459.49,M1811942924,0,0
C1596144422,1,DEBIT,3548.72,12427,8878.28,C564742142,13271.31,16820.03
C1157199772,1,PAYMENT,9273.52,495212,485938.48,M1769252629,0,0
C99132505,1,PAYMENT,4522.66,765296,760773.34,M1137989065,0,0
C1285463992,1,PAYMENT,997.34,103876,102878.66,M10405169,0,0
C1075082007,1,PAYMENT,3041.43,592,0,M554634433,0,0
C424944647,1,PAYMENT,698.41,11382,10683.59,M1872088401,0,0
C209360767,1,PAYMENT,7269.74,5546,0,M1439361845,0,0
C1837533591,1,PAYMENT,8329.3,20583,12253.7,M741883443,0,0
C1956746660,1,PAYMENT,2312.71,0,0,M1982876486,0,0
C799260198,1,PAYMENT,7550.29,0,0,M1116197959,0,0
C989033734,1,PAYMENT,17396.31,0,0,M1315795813,0,0
C2081269248,1,PAYMENT,3876.42,19658.45,15782.02,M13918250,0,0
C565079667,1,PAYMENT,3835.42,15782.02,11946.6,M75356024,0,0
C357653585,1,PAYMENT,18792.11,11946.6,0,M916958177,0,0
C1688770224,1,PAYMENT,27.55,6861.14,6833.58,M235162442,0,0
C296234255,1,CASH_IN,218753.79,6833.58,225587.37,C22805895,498911.69,651524.92
C450589816,1,CASH_IN,42963.87,225587.37,268551.25,C33524623,1794312.45,1517262.16
C988179589,1,CASH_IN,92184.04,268551.25,360735.28,C1359044626,108702.4,16518.36
C378814088,1,CASH_IN,669936.4,360735.28,1030671.68,C11003494,1.02E+07,1.06E+07
C1174714624,1,CASH_IN,43198.52,1030671.68,1073870.2,C977993101,812014.43,965870.05
C121466124,1,CASH_IN,171683.57,1073870.2,1245553.78,C1526298704,203775.64,32092.07
C238467882,1,CASH_IN,34784.78,1245553.78,1280338.56,C2083562754,812330.95,1186556.81
C962700314,1,CASH_IN,521419.58,1280338.56,1801758.14,C401424608,1950906.37,1178808.14
C1515116175,1,CASH_IN,209859.04,1801758.14,2011617.19,C1068824137,769398.8,265092.36
C913806791,1,CASH_IN,61650.32,2011617.19,2073267.5,C838411509,84424.56,22774.25
C220432328,1,CASH_IN,235362.23,2073267.5,2308629.73,C997608398,1128757.61,157982.12
C961983234,1,CASH_IN,327686.42,2308629.73,2636316.14,C1789550256,4924784.73,4619798.56
C352378889,1,CASH_IN,348463.93,2636316.14,2984780.07,C1721246982,1531575.72,1114787.21
C533956291,1,CASH_IN,137209.38,2984780.07,3121989.46,C1671179293,224555,58319.72
C249515830,1,CASH_IN,279846.24,3121989.46,3401835.7,C1068824137,559539.76,265092.36
C43856716,1,CASH_IN,159270.52,3401835.7,3561106.22,C1750905143,842482.15,424250.45
C269458366,1,CASH_IN,19872.97,3561106.22,3580979.18,C832279283,168814.13,185389.8
C334099170,1,CASH_IN,203283.36,3580979.18,3784262.55,C476800120,253147.73,49864.36
C1731967318,1,CASH_IN,37475.31,3784262.55,3821737.86,C1170794006,5375494.66,22190.99
C215478702,1,CASH_IN,151764.65,3821737.86,3973502.51,C1335050193,531821.73,353532.56
C1625901537,1,CASH_IN,72311.62,3973502.51,4045814.13,C575335780,132019.96,52415.15
C1011599868,1,CASH_IN,198443.49,4045814.13,4244257.62,C2083117811,452950.35,290772.6
C109065770,1,CASH_IN,532111.14,4244257.62,4776368.76,C997608398,893395.39,157982.12
C896134613,1,CASH_IN,839300.36,4776368.76,5615669.12,C1023714065,2383291.2,1412484.09
C526720216,1,CASH_IN,11436.9,5615669.12,5627106.02,C2100440237,26612,235238.66
C2097361633,1,CASH_IN,37554.62,5627106.02,5664660.65,C1234776885,2680742.79,2025098.66
C2050320909,1,CASH_IN,33499.16,5664660.65,5698159.8,C665576141,5656429.04,5515763.34
C13117403,1,CASH_IN,283308,5698159.8,5981467.81,C1286084959,2356797.53,2107778.11
C930900166,1,CASH_IN,147844.59,5981467.81,6129312.4,C1060830840,228843.79,130747.56
C1401737458,1,CASH_IN,65525.9,6129312.4,6194838.3,C812586739,129627.65,122027.28
C37268876,1,CASH_IN,10844.67,6194838.3,6205682.96,C510113906,16261.9,5417.23
C1125098735,1,CASH_IN,455440.65,6205682.96,6661123.62,C248609774,5861124.98,6453430.91
C392289808,1,CASH_IN,135327.21,6661123.62,6796450.83,C1100767002,368697.57,233370.36
C585074510,1,CASH_IN,211094.41,6796450.83,7007545.23,C1688019098,447894.4,97263.78
C1699486292,1,CASH_IN,189595.83,7007545.23,7197141.06,C662736689,254271.98,4891090.56
C1541075662,1,CASH_IN,66413.56,7197141.06,7263554.62,C1590550415,1.93E+07,1.92E+07
C1121072891,1,PAYMENT,4552.47,134533,129980.53,M485047320,0,0
C435297131,1,DEBIT,1285.04,285362,284076.96,C461160828,20968.7,17860.54
C355649049,1,PAYMENT,7627.89,5558,0,M1174687658,0,0
C324579982,1,PAYMENT,846.91,20272,19425.09,M444127949,0,0
C435803541,1,TRANSFER,206336.47,89305.99,0,C812586739,64101.75,122027.28
C2112135199,1,PAYMENT,689.85,0,0,M738111983,0,0
C2005706991,1,DEBIT,9837.13,1792,0,C35534346,318833.62,178120.16
C546217718,1,PAYMENT,9463.48,0,0,M2024945312,0,0
C639467920,1,PAYMENT,6456.26,200344.82,193888.56,M876908140,0,0
C1625939772,1,CASH_OUT,96833.52,193888.56,97055.04,C812586739,270438.22,122027.28
C151515831,1,PAYMENT,1146.72,10248,9101.28,M1130160902,0,0
C1400582895,1,PAYMENT,13812.23,10370,0,M2110068611,0,0
C1264701638,1,CASH_OUT,332573.12,20426,0,C1060830840,80999.2,130747.56
C1870749311,1,PAYMENT,13812.46,30933,17120.54,M1709700394,0,0
C810262298,1,DEBIT,6159.72,24815,18655.28,C1321640594,12751.13,18910.85
C1969856053,1,DEBIT,11711.1,20979,9267.9,C1123629720,39300.22,46393.85
C276714561,1,PAYMENT,5881.78,39847,33965.22,M1256893889,0,0
C641030345,1,PAYMENT,1461.06,226,0,M521466380,0,0
C2108318195,1,DEBIT,4242.85,1040,0,C1435804085,6371.65,96.88
C1647402786,1,PAYMENT,2724.24,453534,450809.76,M1850646717,0,0
C1458748394,1,DEBIT,2344.79,1102,0,C998351292,1559836,1015132.48
C2029645118,1,PAYMENT,8525.08,0,0,M274298188,0,0
C185164978,1,PAYMENT,15640.06,0,0,M1223144402,0,0
C2134915053,1,DEBIT,1533.55,45093,43559.45,C75457651,29936.24,31469.78
C619241052,1,DEBIT,3256.43,10935,7678.57,C1292838001,26222.91,29479.34
C1677984391,1,PAYMENT,4591.98,52018,47426.02,M285754614,0,0
C1871312485,1,PAYMENT,5567.55,870,0,M233951222,0,0
C1227224309,1,PAYMENT,4213.36,233618,229404.64,M450438867,0,0
C977522995,1,PAYMENT,3970.45,11349,7378.55,M969811954,0,0
C1596653154,1,DEBIT,4497.03,45795,41297.97,C1321530272,24762.8,23174.68
C211199210,1,TRANSFER,301706.01,33251,0,C884457408,1594.8,502480.02
C678962690,1,PAYMENT,3065.41,27404,24338.59,M1623287112,0,0
C1745903324,1,TRANSFER,229316.19,24338.59,0,C747464370,1395069.49,1567434.81
C1360533184,1,DEBIT,1898.84,102280,100381.16,C515132998,11395.41,0
C951677655,1,PAYMENT,652.67,280,0,M1396292525,0,0
C959834536,1,PAYMENT,1795.14,35474,33678.86,M680150616,0,0
C1532409428,1,PAYMENT,5088.99,26760,21671.01,M1160546880,0,0
C1396851684,1,PAYMENT,9305.93,20346,11040.07,M687892306,0,0
C1191874608,1,TRANSFER,498178.68,8708,0,C728885526,46204.7,897150.84
C1725266971,1,PAYMENT,1897.66,12038,10140.34,M659115590,0,0
C223975178,1,PAYMENT,1033.44,10043,9009.56,M507583873,0,0
C1404669942,1,PAYMENT,1252.27,31919,30666.73,M1047515321,0,0
C2144334265,1,PAYMENT,4911.89,6119,1207.11,M1769227988,0,0
C1991094835,1,DEBIT,9755.38,102287,92531.62,C985934102,1174448.2,971418.91
C906448455,1,TRANSFER,300932.58,492,0,C1850180796,0,1268668.92
C910504711,1,TRANSFER,47940.14,0,0,C401424608,1429486.78,1178808.14
C2110558717,1,TRANSFER,118365.47,0,0,C716083600,1771122.03,2444985.19
C1726715997,1,TRANSFER,16626.81,0,0,C1286084959,2073489.52,2107778.11
C1787987889,1,TRANSFER,96757.4,0,0,C306206744,3117323.21,3554299.27
C1968196847,1,TRANSFER,297448.33,0,0,C1816757085,8563397.83,1.07E+07
C1821010113,1,TRANSFER,287509.05,0,0,C1850180796,300932.58,1268668.92
C1444494461,1,TRANSFER,1212719.61,0,0,C1262822392,9615567.18,1.25E+07
C684230144,1,TRANSFER,210650.2,0,0,C1740000325,217142.53,1363368.51
C1602785474,1,TRANSFER,1636507.63,0,0,C1262822392,1.08E+07,1.25E+07
C1618683794,1,TRANSFER,651387.84,0,0,C248609774,5405684.33,6453430.91
C2141066548,1,TRANSFER,548288.31,0,0,C1883840933,1.39E+07,1.69E+07
C327840833,1,TRANSFER,2107293.71,0,0,C1816757085,8860846.16,1.07E+07
C136312946,1,TRANSFER,1918461.7,0,0,C1782113663,2490204.7,3997768.55
C828447060,1,TRANSFER,291753.7,0,0,C1816757085,1.10E+07,1.07E+07
